Course
AP United States Government and Politics (4A067X0000)
AP United States Government and Politics (4A067X0800)
AP United States History (4A077X0000)
AP United States History (4A077X0800)
AP World History: Modern (4A097X0000)
AP World History: Modern (4A097X0800)
Apparel and Textile Production I (FA312X0800)
Apparel and Textile Production II (FA322X0800)
Art 7th (54072Y0400)
Art 7th (54072Y0800)
Art 8th (54082Y0700)
Astronomy (35402X0000)
Athletic Team Tracking (99359X0901)
Athletic Team Tracking (semester) (99359X0000)
Automotive Service Fundamentals (IT112X0001)
Automotive Service I (IT162X0000)
Automotive Service II Honors (IT175X0000)
Automotive Service III Honors (IT185X0000)
AVID 10 (96102X0002)
AVID 10 (96102X0802)
AVID 10 Honors (96105X0802)
AVID 11 (96102X0003)
AVID 11 (96102X0803)
AVID 11 Honors (96105X0803)
AVID 12 (96102X0804)
AVID 12 Honors (96105X0804)
AVID 6th (96102Y0001)
AVID 6th (96102Y0401)
AVID 6th (96102Y0801)
AVID 7th (96102Y0402)
AVID 7th (96102Y0802)
AVID 8th (96102Y0003)
AVID 8th (96102Y0403)
AVID 8th (96102Y0803)
AVID 9 (96102X0001)
AVID 9 (96102X0801)
AVID 9 Honors (96105X0001)
AVID 9 Honors (96105X0801)
AVID Excel 6th (96102Y09E1)
AVID Excel 7th (96102Y08E2)
AVID Excel 7th (96102Y09E2)
AVID Excel 8th (96102Y08E3)
AVID Excel 8th (96102Y09E3)
Band (Beginning) (52552X0000)
Band (Beginning) (52552X0800)
Band 6th (52862Y0800)
Band 7th (52872Y0800)
Band 8th (52882Y0800)
Band Grade 1 (52812Z0800)
Band Grade 2 (52822Z0800)
Band Grade 3 (52832Z0800)
Band Grade 4 (52842Z0800)
Band Grade 5 (52852Z0800)
Band Kindergarten (52802Z0800)
Beginning Acoustic Guitar I (56082Y0401)
Beginning Acoustic Guitar II (56082Y0402)
Beginning Handbells (56092Y0408)
Biology A (9332AX0000)
Biology A (9332AX0800)
Biology B (9333AX0000)
Biology B (9333AX0800)
Biology I (33202X0000)
Biology II Honors (30205X00B2)
BPR130 Print Reading-Construction (WC032X013P)
Building Skills I (IL062X0000)
Building Skills II (IL072X0000)
Business Essentials (BF102X0000)
Business Essentials (BF102X000Y)
Business Essentials (BF102X0800)
Business Essentials Honors (BF105X0000)
Business Management II_1627667962725
Canvas Elementary Beta Users
Career Management (CC452X000Y)
Career Management (CC452X080Y)
Carpentry I (IC212X0000)
Carpentry II  Honors (IC225X0000)
Carpentry III  Honors (IC235X0000)
CCRG English IV (10242X00CC)
CCRG English IV (10242X08CC)
CCRG Math (20132X0000)
Chamber Orchestra (Advanced) (52435X0800)
Chamber Orchestra (Proficient) (52425X0801)
Chinese DLI Literacy Grade 1 (11312Z1900)
Chinese DLI Literacy Grade 2 (11312Z2900)
Chinese DLI Literacy Grade 3 (11312Z3900)
Chinese DLI Literacy Grade 4 (11312Z4900)
Chinese DLI Literacy Grade 5 (11312Z5900)
Chinese DLI Literacy Kindergarten (11312Z0900)
Chinese Exploratory after 1 year (12752Z08C1)
Chorus (Beginning) (52302X0000)
Chorus (Beginning) (52302X0800)
Chorus 6th (52662Y0400)
Chorus 7th (52672Y0400)
Chorus 7th (52672Y0800)
Chorus 8th (52682Y0400)
Chorus 8th (52682Y0800)
Chorus Ensemble I (52692Y0800)
Chorus Ensemble II (52692Y0801)
Chorus Ensemble III (52692Y0802)
CIE Biology AS (3V008X0800)
CIE Drama AS (5V048X0800)
CIE English General Paper AS (1V088X0800)
CIE English Language AS (1V008X0800)
CIE English Literature AS (1V028X0800)
CIE Environmental Mgmt AS (3V048X0800)
CIE Global Perspectives & Research AS (0V008X0800)
CIE Math Probability & Statistics A (2V058X0800)
CIE Math Probability & Statistics AS (2V048X0800)
CIE Physical Education AS (6V018X0800)
CIE Psychology A (4V018X0800)
CIE Psychology AS (4V008X0800)
CIE Sociology AS (4V028X0800)
CIE Thinking Skills AS (0V028X0800)
Civic Literacy 2023-2024
Civics and Governance I (9340AX0800)
Civics and Governance II (9341AX0800)
Communication (9241AX0002)
Communication (9241AX0802)
Communication Lab (9241AX00L2)
Community Based Training (9240AX00L4)
Community Based Training (9240AX08L4)
Community Living 2 (9241AX0004)
Community Living 2 (9241AX0804)
Community Living 2 Lab (9241AX00L4)
Community Living 2 Lab (9241AX08L4)
Community Living 3 (9242AX0004)
Community Living 3 (9242AX0804)
Community Living 3 Lab (9242AX00L4)
Community Living 3 Lab (9242AX08L4)
Community Living 4 (9243AX0004)
Community Living 4 Lab (9243AX00L4)
Community Living 4 Lab (9243AX08L4)
Community Living I (9240AX0005)
Community Living I (9240AX0805)
Community Living I Lab (9240AX08L5)
Computer Science I (BP412X0000)
Computer Science I (BP412X0800)
Computer Science I Honors (BP415X0800)
Concert Band (Intermediate) (52562X0000)
Concert Band (Intermediate) (52562X0800)
Concert Choir (Proficient) (52325X0000)
Concert Choir (Proficient) (52325X0800)
Concert Orchestra (Intermediate) (52412X0800)
Construction Core (IC002X0000)
Cosmetology I (IL092X0900)
Cosmetology II (IL102X0900)
Cosmetology II Lab (IL106X0900)
Costume Design (FL012X0800)
Creative Dramatics Grade 1 (53012Z0800)
Creative Dramatics Grade 2 (53022Z0800)
Creative Dramatics Grade 3 (53032Z0800)
Creative Dramatics Grade 4 (53042Z0800)
Creative Dramatics Grade 5 (53052Z0800)
Creative Dramatics Kindergarten (53002Z0800)
Creative Writing (10252X0001)
Creative Writing (10252X0801)
Credit Recovery Prev. Grad. Req. Course (96162X00XR)
CTE Adobe Visual Designs Master_1627659940885
CTE Advanced Studies - Automotive_1627596537347
CTE Advanced Studies AAVC (WB092X0000)
CTE Advanced Studies AAVC (WB092X0800)
CTE Advanced Studies AGNR Honors (WB015X0800)
CTE Advanced Studies ARCH (WB052X0000)
CTE Advanced Studies BMA Honors (WB135X0000)
CTE Advanced Studies HOSP (WB332X0000)
CTE Advanced Studies INFO Honors (WB415X0800)
CTE Advanced Studies MRKT Honors (WB535X0800)
CTE Advanced Studies TRAN Honors (WB615X0000)
CTE Internship AGNR (WB032X0000)
CTE Internship AGNR (WB032X0800)
CTE Internship BMA (WB152X0000)
CTE Internship HLTH (WB312X0000)
CTE Internship INFO (WB432X0000)
CTE Internship INFO (WB432X0800)
CTE Internship INFO S1 (WB432X00S1)
CTE Internship INFO S2 (WB432X00S2)
CTE Internship MRKT (WB552X0000)
Culinary Arts and Hospitality I (FH102X0000)
Culinary Arts and Hospitality II App (FH112X0000)
Culinary Arts and Hospitality II App (FH112X0800)
Culinary Arts and Hospitality III (FH132X0000)
Culinary Arts and Hospitality III (FH132X0800)
Culinary Arts and Hospitality IV App (FH142X0000)
Culinary Arts and Hospitality IV App (FH142X0800)
Dimensions of Leadership (48002X0002)
Dimensions of Leadership (48002X0802)
Directing for the Stage (Advanced) (53645X0806)
Discrete Mathematics for Comp Sci (24012X0000)
DLI Literacy K-8 Shell (not for high school credit)_1657041063777
Drafting I Honors (IC615X0000)
Drafting I Honors (IC615X0800)
Drafting III - Architectural Honors (IC635X0000)
Drama 6th (53062Y0400)
Drama 7th (53072Y0400)
Drama 7th (53072Y0800)
Drama 8th (53082Y0400)
Drama 8th (53082Y0800)
Drama Majors 6th (53762Y0801)
Drama Majors 7th (53772Y0801)
Drama Majors 8th (53782Y0801)
Earth/Environmental Science (35012X0000)
Earth/Environmental Science Honors (35015X000Y)
Economics and Personal Finance (43192X0000)
Economics and Personal Finance (43192X000Y)
Economics and Personal Finance (9344AX00PF)
Economics and Personal Finance (9344AX08PF)
Economics and Personal Finance 2023-2024
Economics and Personal Finance SI (43192X0070)
ELA Cambridge Grade 5 (10552Z0920)
ELA Grade 1 (10512Z0900)
ELA Grade 1 (1051AZ0900)
ELA Grade 2 (1052AZ0900)
ELA Grade 3 (10532Z0900)
ELA Grade 3 (1053AZ0900)
ELA Grade 4 (10542Z0900)
ELA Grade 4 (1054AZ0900)
ELA Grade 5 (10552Z0900)
ELA Grade 5 (1055AZ0900)
ELA Grade 6 English Learner Novice (10562Y0980)
ELA Grade 6 SI (10562Y0970)
ELA Grade 7 (10572Y0900)
ELA Grade 7 English Learner Novice (10572Y0980)
ELA Grade 7 SI (10572Y0970)
ELA Grade 8 (10582Y0900)
ELA Grade 8 English Learner Novice (10582Y0980)
ELA Grade 8 SI (10582Y0970)
ELA Kindergarten (10502Z0900)
ELA Kindergarten (1050AZ0900)
Electrical Trades I Honors (IC415X0000)
Electrical Trades II Honors (IC425X0000)
Emergency Management I (IP512X0000)
Emergency Management II Honors (IP525X0000)
Employment (9242AX0002)
Employment (9242AX0802)
Employment Lab (9242AX00L2)
Employment Lab (9242AX08L2)
English 1 (9313AX0801)
English 2 (9313AX0802)
English 3 (9313AX0803)
English 4 (9313AX0804)
English I (10212X0000)
English I English Learner Novice (10212X0080)
English I IGCSE (10215X0020)
English II (10222X0000)
English III Honors (10235X000Y)
English IV (10242X0000)
English IV (10242X000Y)
English IV (10242X0800)
English IV English Learner Advanced (10242X0082)
English IV English Learner Intermediate (10242X0081)
English IV English Learner Intermediate (10242X0881)
English IV English Learner Novice (10242X0080)
English IV Honors (10245X000Y)
English Language Dev 6 Novice Intermedia (10382Y0400)
English Language Dev 6 Novice Intermedia (10382Y0800)
English Language Dev 6 Novice Intermedia (10382Y0900)
English Language Dev 7 Novice Intermedia (10382Y0401)
English Language Dev 7 Novice Intermedia (10382Y0801)
English Language Dev 7 Novice Intermedia (10382Y0901)
English Language Dev 8 Novice Intermedia (10382Y0402)
English Language Dev 8 Novice Intermedia (10382Y0802)
English Language Dev 8 Novice Intermedia (10382Y0902)
English Language Development 10 Advanced (10382X0088)
English Language Development 10 Intermed (10382X0087)
English Language Development 10 Intermed (10382X0887)
English Language Development 10 Novice (10382X0082)
English Language Development 10 Novice (10382X0882)
English Language Development 10 SY 2022-2023_1658160691898
English Language Development 11 Advanced (10382X0090)
English Language Development 11 Intermed (10382X0089)
English Language Development 11 Intermed (10382X0889)
English Language Development 11 Novice (10382X0083)
English Language Development 11 Novice (10382X0883)
English Language Development 11 SY 2022-2023_1658161094642
English Language Development 12 Advanced (10382X0092)
English Language Development 12 Intermed (10382X0091)
English Language Development 12 Intermed (10382X0891)
English Language Development 12 Novice (10382X0084)
English Language Development 12 SY 2022-2023_1658159620198
English Language Development 9 Advanced (10382X0086)
English Language Development 9 Intermed (10382X0085)
English Language Development 9 Intermed (10382X0885)
English Language Development 9 Novice (10382X0081)
English Language Development 9 Novice (10382X0881)
English Language Development 9 SY 2022-2023_1658160160459
English/LA I  (9310AX0800)
English/LA II (9311AX0000)
English/LA II (9311AX0800)
English/LA III (9312AX0800)
English/LA IV (9313AX0800)
Exploratory Chinese (K-5) (12752Z08C0)
Exploratory French (K-5) (12752Z08F0)
Exploratory German (K-5) (12752Z08G0)
Exploring Animal and Plant Science (AY212Y0400)
Exploring Arts: Drama 6th (96102Y06DR)
Exploring Arts: Music 6th (96102Y06MU)
Exploring Arts: Visual Arts 6th (96102Y06VA)
Exploring Business Activities _1627653860357
Exploring Careers (96102X0014)
Exploring Careers (96102X0814)
Exploring Carpentry Terms (TY502Y0400)
Exploring Environment and Nat Resources (AY202Y0400)
Exploring Food and Agricultural Products (AY222Y0400)
Exploring Global Studies (96102Y0040)
Exploring Global Studies (96102Y0440)
Finances (9243AX0005)
Finances (9243AX0805)
Finances Lab (9243AX00L5)
Financial Management (9322AX0000)
Financial Management (9322AX0800)
Financial Management II (9323AX0000)
Financial Management II (9323AX0800)
Financial Planning II (BF222X0000)
Financial Planning II Honors (BF225X0000)
Firefighter Technology  I (IP312X0000)
Food and Nutrition (9241AX0001)
Food and Nutrition (9241AX0801)
Food and Nutrition I (FN412X0000)
Food and Nutrition I (FN412X0800)
Food and Nutrition II (FN422X0000)
Food and Nutrition Lab (9241AX00L1)
Found Prin USA&NC: Civic Literacy (43182X000Y)
Found Prin USA&NC: Civic Literacy (9346AX0000)
Found Prin USA&NC: Civic Literacy (9346AX0800)
Found Prin USA&NC: Civic Literacy SI (43182X0070)
Found Prin USA&NC: Civic Literacy SI (43182X0870)
Foundations of English I (10252X0000)
Foundations of English I (10252X0800)
Foundations of English II (10252X0002)
Foundations of English II (10252X0802)
Foundations of Health Science (HU102X0000)
Foundations of NC Math 1 (20902X0800)
Foundations of NC Math 2 (20912X0000)
Foundations of NC Math 2 (20912X0800)
Foundations of NC Math 2 SI (20912X0070)
Foundations of NC Math 2 SI (20912X0870)
Foundations of NC Math 3 (20922X0000)
Foundations of NC Math 3 (20922X0800)
Foundations of NC Math 3 SI (20922X0070)
French DLI Literacy Grade 1 (11112Z1900)
French DLI Literacy Grade 2 (11112Z2900)
French DLI Literacy Grade 3 (11112Z3900)
French DLI Literacy Grade 4 (11112Z4900)
French DLI Literacy Grade 5 (11112Z5900)
French DLI Literacy Kindergarten (11112Z0900)
French Exploratory after 1 year (12752Z08F1)
French I (HS Cred) (11012Y0800)
French I (HS Cred) (11012Y0900)
French I (Part A) (HS Cred) (11012YA900)
Fundamentals of the Ag Science Program (AY242Y0400)
Game Art and Design (TS312X0000)
Game Art and Design (TS312X0800)
General Music 6th (52062Y0400)
General Music 6th (52062Y0700)
General Music 6th (52062Y0800)
General Music 7th (52072Y0400)
General Music 7th (52072Y0700)
General Music 7th (52072Y0800)
General Music 8th (52082Y0000)
General Music 8th (52082Y0400)
General Music 8th (52082Y0700)
General Music 8th (52082Y0800)
German DLI Literacy Grade 1 (11712Z1900)
German DLI Literacy Grade 2 (11712Z2900)
German DLI Literacy Grade 3 (11712Z3900)
German DLI Literacy Grade 4 (11712Z4900)
German DLI Literacy Grade 5 (11712Z5900)
German DLI Literacy Kindergarten (11712Z0900)
German Exploratory after 1 year (12752Z08G1)
German II VV (11622X08VA)
Global Leadership Seminar I (48002X0806)
Global Leadership Seminar II (48002X0807)
Global Leadership Seminar III (48002X0808)
Greenhouse Biology (33102X0000)
Greenhouse Biology (33102X0800)
Greenhouse Biology SI (33102X0070)
Handbells (Intermediate) (52172X0805)
Health & Fitness (9242AX0001)
Health & Fitness (9242AX0801)
Health & Fitness Lab (9242AX00L1)
Health & Fitness Lab (9242AX08L1)
Health & Physical Education (60492X000Y)
Health & Physical Education (60492X080Y)
Health & Physical Education (60492X0XRY)
Health Education  Grade 1 (60012Z0900)
Health Education  Grade 2 (60022Z0900)
Health Education  Grade 3 (60032Z0900)
Health Education  Grade 4 (60042Z0900)
Health Education  Grade 5 (60052Z0900)
Health Education 6th (60062Y0600)
Health Education 6th (60062Y0800)
Health Education 7th (60072Y0600)
Health Education 7th (60072Y0700)
Health Education 7th (60072Y0800)
Health Education 8th (60082Y0600)
Health Education 8th (60082Y0700)
Health Education 8th (60082Y0800)
Health Education Kindergarten (60002Z0900)
Health Science I (HU402X0000)
Health Science II (HU422X0000)
Help Desk (96102X00HD)
Help Desk (96102X08HD)
High School Advisory (99399X0000)
Hns Genetics & Biotech NCSSM (33605X0354)
Home Care (9241AX0003)
Home Care (9241AX0803)
Home Care Lab (9241AX00L3)
Home Care Lab (9241AX08L3)
Homeroom (6-8) (99329Y0900)
Homeroom (9-12) (99329X0900)
Homeroom (EC) (99329Z0970)
Homeroom (K-5) (99329Z0900)
Homeroom (PK) (99322P0900)
Honors Aerospace Engineering NCSSM (34055X0364)
"Honors Amer His: Found Prin, Civics & Ec (42095X0001)"
Honors Anatomy & Physiology (33305X0000)
Honors Anatomy & Physiology (33305X0800)
Honors Discrete Mathematics for Comp Sci (24015X0000)
Honors DREAM Leaders (48005X0833)
Honors Earth/Environmental Science (35015X0000)
Honors ELA Grade 7 (10572Y0907)
Honors English I (10215X0000)
Honors English I (HS Cred) (10212Y0901)
Honors English IV (10245X0000)
Honors English IV (10245X0800)
Honors Forensic Science (30205X0003)
Honors Forensic Science (30205X0803)
Honors Health and Physical Education (60495X0000)
Honors Health and Physical Education (60495X0800)
Honors Horticulture II (AP425X0000)
Honors Horticulture II (AP425X0800)
Honors Leadership and Learning (10255X0010)
Honors Leadership and Learning (10255X0810)
Honors Literary Magazine III (10335X0801)
Honors Literary Magazine IV (10345X0801)
Honors Literature & Film (10255X0020)
Honors Literature & Film (10255X0820)
Honors Literature & Film II (10255X0022)
Honors Literature & Film II (10255X0822)
Honors Microbiology (33705X0000)
Honors NC Math 1 (21095X0800)
Honors PLTW Biomedical Innovations (HP735X0000)
Honors PLTW Human Body Systems (HP715X0000)
Honors PLTW Human Body Systems (HP715X0800)
Honors PLTW Medical Intervention  (HP725X0800)
Honors PLTW Medical Intervention (HP725X0000)
Honors Pre-Calculus (24035X0000)
Honors Pre-Calculus (24035X0800)
Honors Race Leadership & Ethics NCSSM (48005X0358)
Honors Speech & Debate III (10185X0803)
Honors Speech & Debate IV (10185X0804)
Honors Sports Medicine IV  (60665X0000)
Honors Teacher Cadet I (96045X0800)
Honors World History (43035X0000)
Horizons Seminar ELA Grade 6 (10562Y0956)
Horizons Seminar ELA Grade 7 (10572Y0956)
Horticulture I (AP412X0000)
Horticulture I (AP412X0800)
Housing (9242AX0003)
Housing (9242AX0803)
Housing Lab (9242AX00L3)
Housing Lab (9242AX08L3)
IB Biology HL I (3I018X0810)
IB Biology HL II (3I018X0820)
IB Biology SL I (3I008X0810)
IB Biology SL II (3I008X0820)
IB Business Management I (BI508X0800)
IB Business Management II (BI508X0801)
IB Chemistry HL I (3I038X0810)
IB Chemistry HL II (3I038X0820)
IB Chemistry SL I (3I028X0810)
IB Chemistry SL II (3I028X0820)
IB Environ Systems and Societies SL I (3I098X0810)
IB Environ Systems and Societies SL II (3I098X0820)
IB Global Politics HL II (4I168X0820)
IB Global Politics SL I (4I118X0810)
IB Global Politics SL II (4I118X0820)
IB History of the Americas HL (4I008X0810)
IB History of the Americas HL II (4I008X0820)
IB History SL (4I178X0800)
IB Language A- Literature HL I (1I038X0810)
IB Language A- Literature HL II (1I038X0820)
IB Language B: French HL II (1I068X0820)
IB Language B: French SL I (1I058X0810)
IB Language B: French SL II (1I058X0820)
IB Language B: German HL II (1I088X0820)
IB Language B: German SL I (1I078X0810)
IB Language B: German SL II (1I078X0820)
IB Language B: Latin HL II (1I128X0820)
IB Language B: Latin SL I (1I118X0810)
IB Language B: Latin SL II (1I118X0820)
IB Language B: Mandarin HL II (1I148X0820)
IB Language B: Mandarin SL I (1I138X0810)
IB Language B: Mandarin SL II (1I138X0820)
IB Language B: Spanish HL I (1I168X0810)
IB Language B: Spanish HL II (1I168X0820)
IB Language B: Spanish SL I (1I158X0810)
IB Language B: Spanish SL II (1I158X0820)
IB Math: Analysis and Approaches HL I (2I078X0800)
IB Math: Analysis and Approaches HL II (2I078X0820)
IB Math: Analysis and Approaches SL I (2I068X0800)
IB Math: Analysis and Approaches SL II (2I068X0820)
IB Math: Applications & Interpret SL II (2I088X0820)
IB Math: Applications & Interpret. SL I (2I088X0800)
IB Music SL I (5I048X0810)
IB MYP Drama (Beginning) (53152X0840)
IB MYP Drama (Intermediate) (53162X0840)
IB MYP ELA Grade 6 (10562Y0940)
IB MYP ELA Grade 7 (10572Y0940)
IB MYP ELA Grade 8 (10582Y0940)
IB MYP Honors ELA Grade 6 (10562Y0941)
IB MYP Honors ELA Grade 7 (10572Y0941)
IB MYP Honors ELA Grade 8 (10582Y0941)
IB MYP Math Grade 7 (20122Y0940)
IB Personal and Professional Skills I (0I008X0810)
IB Personal and Professional Skills II (0I008X0820)
IB Philosophy HL II (4I078X0820)
IB Philosophy SL I (4I068X0810)
IB Physics HL I (3I058X0810)
IB Physics HL II (3I058X0820)
IB Physics SL I (3I048X0810)
IB Physics SL II (3I048X0820)
IB Psychology HL I (4I108X0810)
IB Psychology HL II (4I108X0820)
IB Psychology SL II (4I098X0820)
IB Psychology SLI (4I098X0810)
IB Sports Exercise & Health Sci SL I (3I088X0810)
IB Sports Exercise & Health Sci SL II (3I088X0820)
IB Theatre HL I (5I078X0810)
IB Theatre HL II (5I078X0820)
IB Theatre SL I (5I068X0810)
IB Theatre SL II (5I068X0820)
IB Theory of Knowledge I (0I018X0810)
IB Theory of Knowledge II (0I018X0820)
IB World Religions SL I (4I128X0810)
IB World Religions SL II (4I128X0820)
Independent Living (9610BX0007)
Interior Design Technology Honors (FI235X0000)
Intermediate Swimming (60612X0809)
Intro to Neurobiology (30202X0810)
Intro to Playwriting (Intermediate) (53622X0813)
Intro to Trade and Industrial Education (IU102X0000)
Introductory Mathematics (20202X0000)
ISC112 Industrial Safety (WC252X0112)
Japanese DLI Literacy Grade 1 (11912Z1900)
Japanese DLI Literacy Grade 2 (11912Z2900)
Japanese DLI Literacy Grade 3 (11912Z3900)
Japanese DLI Literacy Grade 4 (11912Z4900)
Japanese DLI Literacy Grade 5 (11912Z5900)
Japanese DLI Literacy Kindergarten (11912Z0900)
Jazz Band Middle School (52892Y0900)
Jazz Ensemble (Proficient) (52575X0805)
Journalism I (10312X0000)
Journalism I (10312X0800)
Journalism I (10312Y0400)
Journalism II (10322X0800)
Journalism III Honors (10335X0000)
Journalism III Honors (10335X0800)
Journalism IV Honors (10345X0800)
Language Lab Novice SI (10382Y0870)
Language Lab Novice SI (10382Y0970)
Latin American Studies 2023-2024
Latin I (Part A) (HS Cred) (12412YA900)
Law and Justice I (IP412X0000)
Law and Justice II Honors (IP425X0000)
Leadership Development (48002X0004)
Leadership Development (48002X0804)
Leadership of the 21st Century (48002X0803)
Learning Lab (96102X0010)
Learning Lab 6th (96102Y0010)
Learning Lab 6th (96102Y0410)
Learning Lab 6th (96102Y0810)
Learning Lab 6th (96102Y0910)
Learning Lab 7th (96102Y0011)
Learning Lab 7th (96102Y0411)
Learning Lab 7th (96102Y0811)
Learning Lab 7th (96102Y0911)
Learning Lab 8th (96102Y0012)
Learning Lab 8th (96102Y0412)
Learning Lab 8th (96102Y0812)
Learning Lab 8th (96102Y0912)
Leisure (9243AX0006)
Leisure (9243AX0806)
Leisure Lab (9243AX00L6)
Life Science (9331AX0000)
Life Science (9331AX0800)
Life Skills (96102X0013)
Life Skills (96102X0813)
Life Skills (96102Y0813)
Literacy 9
Literacy 9 (9610BX0009)
Literacy Internship I SI (10252X0872)
Literary Magazine I (10312X0001)
Literary Magazine I (10312X0801)
Literary Magazine II (10322X0001)
Literary Magazine II (10322X0801)
Literature & Film (10252X0020)
Literature & Film (10252X0820)
Marching Band (Intermediate) (52562X0403)
Marching Band (Intermediate) No Credit (52562X040N)
Marine Science (35352X0000)
Marine Science (35352X0800)
Math 1 (9323AX0801)
Math 2 (9323AX0802)
Math 3 (9323AX0803)
Math Cambridge Grade 5 (20052Z0920)
Math Grade 1 (20012Z0900)
Math Grade 1 (2001AZ0900)
Math Grade 2 (2002AZ0900)
Math Grade 3 (20032Z0900)
Math Grade 3 (2003AZ0900)
Math Grade 4 (2004AZ0900)
Math Grade 5 (20052Z0900)
Math Grade 5 (2005AZ0900)
Math Grade 6 (2006AY0900)
Math Grade 7 (2007AY0900)
Math Grade 8 (2008AY0900)
Math Kindergarten (20002Z0900)
Math Kindergarten (2000AZ0900)
Men's Chamber Choir (Proficient) (52325X0802)
Men's Ensemble (Intermediate) (52312X0802)
Middle School Engineering (30202Y0400)
Middle School Forensics (30202Y040F)
Middle School Help Desk (96102Y0448)
Middle School Math 1 (23-24) BLUEPRINT
Middle/Early College Seminar (96102X0000)
Middle/Early College Seminar (96102X0800)
Mixed Chamber Choir (Advanced) (52335X0800)
Mixed Choir (Intermediate) (52312X0000)
Mixed Choir (Intermediate) (52312X0800)
Montessori I-Session Gr 10 Honors (96105X0910)
Montessori I-Session Gr 11 Honors (96105X0911)
Montessori I-Session Gr 12 Honors (96105X0912)
Montessori I-Session Gr 9 Honors (96105X0909)
Movement for Actors (Intermediate) (53622X0804)
Music Appreciation (Beginning) (52162X0004)
Music Appreciation (Beginning) (52162X0804)
Music Appreciation (Intermediate) (52172X0004)
Music Educator Apprenticeship (52195X0803)
Music Grade 1 (52012Z0800)
Music Grade 2 (52022Z0800)
Music Grade 3 (52032Z0800)
Music Grade 4 (52042Z0800)
Music Grade 5 (52052Z0800)
Music Kindergarten (52002Z0800)
